From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
IGH	A0A2U8J983	unreviewed	A0A2U8J983_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J984	unreviewed	A0A2U8J984_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	95
IGH	A0A2U8J985	unreviewed	A0A2U8J985_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2U8J986	unreviewed	A0A2U8J986_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	97
IGH	A0A2U8J987	unreviewed	A0A2U8J987_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	105
IGH	A0A2U8J988	unreviewed	A0A2U8J988_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J989	unreviewed	A0A2U8J989_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J990	unreviewed	A0A2U8J990_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	109
IGH	A0A2U8J991	unreviewed	A0A2U8J991_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	106
IGH	A0A2U8J992	unreviewed	A0A2U8J992_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	104
IGH	A0A2U8J993	unreviewed	A0A2U8J993_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	96
IGH	A0A2U8J994	unreviewed	A0A2U8J994_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	97
IGH	A0A2U8J995	unreviewed	A0A2U8J995_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	106
IGH	A0A2U8J996	unreviewed	A0A2U8J996_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	95
IGH	A0A2U8J997	unreviewed	A0A2U8J997_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J998	unreviewed	A0A2U8J998_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	93
IGH	A0A2U8J999	unreviewed	A0A2U8J999_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J9A1	unreviewed	A0A2U8J9A1_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J9A2	unreviewed	A0A2U8J9A2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9A3	unreviewed	A0A2U8J9A3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9A4	unreviewed	A0A2U8J9A4_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9A5	unreviewed	A0A2U8J9A5_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J9A6	unreviewed	A0A2U8J9A6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	107
IGH	A0A2U8J9A7	unreviewed	A0A2U8J9A7_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9A8	unreviewed	A0A2U8J9A8_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J9A9	unreviewed	A0A2U8J9A9_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9B0	unreviewed	A0A2U8J9B0_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	101
IGH	A0A2U8J9B1	unreviewed	A0A2U8J9B1_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J9B2	unreviewed	A0A2U8J9B2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	108
IGH	A0A2U8J9B3	unreviewed	A0A2U8J9B3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	109
IGH	A0A2U8J9B4	unreviewed	A0A2U8J9B4_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J9B5	unreviewed	A0A2U8J9B5_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	106
IGH	A0A2U8J9B6	unreviewed	A0A2U8J9B6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J9B7	unreviewed	A0A2U8J9B7_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	101
IGH	A0A2U8J9B8	unreviewed	A0A2U8J9B8_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J9B9	unreviewed	A0A2U8J9B9_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9C0	unreviewed	A0A2U8J9C0_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2U8J9C1	unreviewed	A0A2U8J9C1_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2U8J9C2	unreviewed	A0A2U8J9C2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	95
IGH	A0A2U8J9C3	unreviewed	A0A2U8J9C3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J9C5	unreviewed	A0A2U8J9C5_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2U8J9C6	unreviewed	A0A2U8J9C6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	104
IGH	A0A2U8J9C7	unreviewed	A0A2U8J9C7_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	95
IGH	A0A2U8J9D0	unreviewed	A0A2U8J9D0_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2U8J9D2	unreviewed	A0A2U8J9D2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2U8J9D3	unreviewed	A0A2U8J9D3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2U8J9D4	unreviewed	A0A2U8J9D4_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	108
IGH	A0A2U8J9D6	unreviewed	A0A2U8J9D6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	104
IGH	A0A2U8J9E0	unreviewed	A0A2U8J9E0_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2Y9CYC6	unreviewed	A0A2Y9CYC6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	108
IGH	A0A2Y9CYC9	unreviewed	A0A2Y9CYC9_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	107
IGH	A0A2Y9CYD0	unreviewed	A0A2Y9CYD0_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2Y9CYD1	unreviewed	A0A2Y9CYD1_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2Y9CYD2	unreviewed	A0A2Y9CYD2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	103
IGH	A0A2Y9CYD3	unreviewed	A0A2Y9CYD3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	97
IGH	A0A2Y9CYD4	unreviewed	A0A2Y9CYD4_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2Y9CYD5	unreviewed	A0A2Y9CYD5_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	99
IGH	A0A2Y9CYD6	unreviewed	A0A2Y9CYD6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2Y9CYD7	unreviewed	A0A2Y9CYD7_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2Y9CYD8	unreviewed	A0A2Y9CYD8_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	97
IGH	A0A2Y9CYD9	unreviewed	A0A2Y9CYD9_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	96
IGH	A0A2Y9CYE1	unreviewed	A0A2Y9CYE1_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2Y9CYE2	unreviewed	A0A2Y9CYE2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	92
IGH	A0A2Y9CYE3	unreviewed	A0A2Y9CYE3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	93
IGH	A0A2Y9CYE4	unreviewed	A0A2Y9CYE4_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	95
IGH	A0A2Y9CYE5	unreviewed	A0A2Y9CYE5_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	97
IGH	A0A2Y9CYE6	unreviewed	A0A2Y9CYE6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	97
IGH	A0A2Y9CYE7	unreviewed	A0A2Y9CYE7_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	96
IGH	A0A2Y9CYE8	unreviewed	A0A2Y9CYE8_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	95
IGH	A0A2Y9CYE9	unreviewed	A0A2Y9CYE9_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	104
IGH	A0A2Y9CYF0	unreviewed	A0A2Y9CYF0_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	104
IGH	A0A2Y9CYF1	unreviewed	A0A2Y9CYF1_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A0A2Y9CYF2	unreviewed	A0A2Y9CYF2_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2Y9CYF3	unreviewed	A0A2Y9CYF3_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	98
IGH	A0A2Y9CYF4	unreviewed	A0A2Y9CYF4_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	109
IGH	A0A2Y9CYF5	unreviewed	A0A2Y9CYF5_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	108
IGH	A0A2Y9CYF6	unreviewed	A0A2Y9CYF6_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	100
IGH	A0A2Y9CYF7	unreviewed	A0A2Y9CYF7_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	101
IGH	A0A2Y9CYF8	unreviewed	A0A2Y9CYF8_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	101
IGH	A0A2Y9CYF9	unreviewed	A0A2Y9CYF9_HUMAN	Ig heavy chain variable region	IgH	Homo sapiens (Human)	102
IGH	A2MZT1	unreviewed	A2MZT1_HUMAN	Immunglobulin heavy chain	IGH	Homo sapiens (Human)	8
IGH	Q9UGP3	unreviewed	Q9UGP3_HUMAN	Immunoblobulin heavy chain	IgH	Homo sapiens (Human)	112
IKBKB	O14920	reviewed	IKKB_HUMAN	"Inhibitor of nuclear factor kappa-B kinase subunit beta, I-kappa-B-kinase beta, IKK-B, IKK-beta, IkBKB, EC 2.7.11.10 (I-kappa-B kinase 2, IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta, NFKBIKB) (Serine/threonine protein kinase IKBKB, EC 2.7.11.1)"	IKBKB IKKB	Homo sapiens (Human)	756
IKBKB	A0A499FJS7	unreviewed	A0A499FJS7_HUMAN	"I-kappa-B kinase, EC 2.7.11.10"	IKBKB	Homo sapiens (Human)	692
IKBKB	A0A7I2V4L0	unreviewed	A0A7I2V4L0_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	106
IKBKB	A0A7P0NCV2	unreviewed	A0A7P0NCV2_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	127
IKBKB	A0A7P0SVL5	unreviewed	A0A7P0SVL5_HUMAN	"I-kappa-B kinase, EC 2.7.11.10"	IKBKB	Homo sapiens (Human)	484
IKBKB	A1L159	unreviewed	A1L159_HUMAN	IKBKB protein	IKBKB	Homo sapiens (Human)	132
IKBKB	B3KRB7	unreviewed	B3KRB7_HUMAN	"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta, isoform CRA_a (cDNA FLJ33978 fis, clone DFNES2004354, highly similar to Inhibitor of nuclear factor kappa B kinase subunit beta)"	IKBKB hCG_17395	Homo sapiens (Human)	533
IKBKB	E5RFG5	unreviewed	E5RFG5_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	109
IKBKB	E5RFT3	unreviewed	E5RFT3_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	76
IKBKB	E5RGA0	unreviewed	E5RGA0_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	48
IKBKB	E5RGW5	unreviewed	E5RGW5_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	375
IKBKB	E5RIW0	unreviewed	E5RIW0_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	51
IKBKB	E5RJH2	unreviewed	E5RJH2_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	43
IKBKB	G3V105	unreviewed	G3V105_HUMAN	"I-kappa-B kinase, EC 2.7.11.10"	IKBKB hCG_17395	Homo sapiens (Human)	562
IKBKB	J3KNS5	unreviewed	J3KNS5_HUMAN	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	Homo sapiens (Human)	164
IKBKB	Q32ND9	unreviewed	Q32ND9_HUMAN	IKBKB protein	IKBKB	Homo sapiens (Human)	420
IKZF1	Q13422	reviewed	IKZF1_HUMAN	DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1)	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens (Human)	519
IKZF1	A0A087WU46	unreviewed	A0A087WU46_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	336
IKZF1	A0A0A0MRA0	unreviewed	A0A0A0MRA0_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	249
IKZF1	A0A0A0MST1	unreviewed	A0A0A0MST1_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	294
IKZF1	A0A2R8Y4D3	unreviewed	A0A2R8Y4D3_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	77
IKZF1	A0A2R8Y4T7	unreviewed	A0A2R8Y4T7_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	170
IKZF1	A0A2R8YFR0	unreviewed	A0A2R8YFR0_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	67
IKZF1	C9JTB0	unreviewed	C9JTB0_HUMAN	DNA-binding protein Ikaros	IKZF1	Homo sapiens (Human)	174
IKZF1	Q3T907	unreviewed	Q3T907_HUMAN	"DNA-binding protein Ikaros (Zinc finger protein, subfamily 1A, 1 (Ikaros))"	IKZF1 ZNFN1A1	Homo sapiens (Human)	67
IKZF1	R9R4D9	unreviewed	R9R4D9_HUMAN	IKAROS family zinc finger 1 isoform 14	IKZF1	Homo sapiens (Human)	268
IKZF3	Q9UKT9	reviewed	IKZF3_HUMAN	Zinc finger protein Aiolos (Ikaros family zinc finger protein 3)	IKZF3 ZNFN1A3	Homo sapiens (Human)	509
IKZF3	A0A0C4DGN9	unreviewed	A0A0C4DGN9_HUMAN	Zinc finger protein Aiolos	IKZF3	Homo sapiens (Human)	207
IL2	P60568	reviewed	IL2_HUMAN	"Interleukin-2, IL-2 (T-cell growth factor, TCGF) (Aldesleukin)"	IL2	Homo sapiens (Human)	153
IL2	Q0GK43	unreviewed	Q0GK43_HUMAN	"Interleukin-2, IL-2"	IL2 hCG_38828	Homo sapiens (Human)	153
IL2	Q13169	unreviewed	Q13169_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	156
IL2	Q16334	unreviewed	Q16334_HUMAN	"Interleukin-2, IL-2"	IL-2 IL2	Homo sapiens (Human)	139
IL2	Q309Q7	unreviewed	Q309Q7_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	133
IL2	Q6NZ91	unreviewed	Q6NZ91_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	153
IL2	Q6NZ93	unreviewed	Q6NZ93_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	153
IL2	Q6QWN0	unreviewed	Q6QWN0_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	133
IL2	Q71V48	unreviewed	Q71V48_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	38
IL2	Q7Z7M3	unreviewed	Q7Z7M3_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	133
IL2	Q8NFA4	unreviewed	Q8NFA4_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	37
IL2	Q9C001	unreviewed	Q9C001_HUMAN	"Interleukin-2, IL-2"	IL2	Homo sapiens (Human)	150
IL21R	Q9HBE5	reviewed	IL21R_HUMAN	"Interleukin-21 receptor, IL-21 receptor, IL-21R (Novel interleukin receptor) (CD antigen CD360)"	IL21R NILR UNQ3121/PRO10273	Homo sapiens (Human)	538
IL6ST	P40189	reviewed	IL6RB_HUMAN	"Interleukin-6 receptor subunit beta, IL-6 receptor subunit beta, IL-6R subunit beta, IL-6R-beta, IL-6RB (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130, gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)"	IL6ST	Homo sapiens (Human)	918
IL6ST	A0A0A0N0L2	unreviewed	A0A0A0N0L2_HUMAN	IL6ST isoform 4	IL6ST	Homo sapiens (Human)	857
IL6ST	A0A0A0N0L5	unreviewed	A0A0A0N0L5_HUMAN	IL6ST isoform 3	IL6ST	Homo sapiens (Human)	884
IL6ST	A0A494BZU0	unreviewed	A0A494BZU0_HUMAN	Interleukin-6 receptor subunit beta	IL6ST	Homo sapiens (Human)	642
IL6ST	D6RH03	unreviewed	D6RH03_HUMAN	Interleukin-6 receptor subunit beta	IL6ST	Homo sapiens (Human)	333
IL6ST	Q17RA0	unreviewed	Q17RA0_HUMAN	"Interleukin 6 signal transducer (Gp130, oncostatin M receptor)"	IL6ST	Homo sapiens (Human)	918
IL6ST	Q5FC02	unreviewed	Q5FC02_HUMAN	IL6ST nirs variant 6 (Interleukin-6 receptor subunit beta)	IL6ST	Homo sapiens (Human)	66
IL6ST	Q5FC03	unreviewed	Q5FC03_HUMAN	IL6ST nirs variant 5	IL6ST	Homo sapiens (Human)	97
IL6ST	Q5FC05	unreviewed	Q5FC05_HUMAN	IL6ST nirs variant 3 (Interleukin-6 receptor subunit beta)	IL6ST	Homo sapiens (Human)	203
IL6ST	Q5FC06	unreviewed	Q5FC06_HUMAN	IL6ST nirs variant 2	IL6ST	Homo sapiens (Human)	24
IL6ST	Q5FC07	unreviewed	Q5FC07_HUMAN	IL6ST nirs variant 1 (Interleukin-6 receptor subunit beta)	IL6ST	Homo sapiens (Human)	55
IL7R	P16871	reviewed	IL7RA_HUMAN	"Interleukin-7 receptor subunit alpha, IL-7 receptor subunit alpha, IL-7R subunit alpha, IL-7R-alpha, IL-7RA (CDw127) (CD antigen CD127)"	IL7R	Homo sapiens (Human)	459
IL7R	B8YG18	unreviewed	B8YG18_HUMAN	Interleukin 7 receptor isoform H5-6 (Interleukin-7 receptor subunit alpha)	IL7R	Homo sapiens (Human)	180
IL7R	D6RCR9	unreviewed	D6RCR9_HUMAN	Interleukin-7 receptor subunit alpha	IL7R	Homo sapiens (Human)	52
IL7R	D6RDM4	unreviewed	D6RDM4_HUMAN	Interleukin-7 receptor subunit alpha	IL7R	Homo sapiens (Human)	150
IL7R	D6RG28	unreviewed	D6RG28_HUMAN	Interleukin-7 receptor subunit alpha	IL7R	Homo sapiens (Human)	59
IL7R	F6IQ79	unreviewed	F6IQ79_HUMAN	Interleukin-7 receptor	IL7R	Homo sapiens (Human)	45
IL7R	F6IQ80	unreviewed	F6IQ80_HUMAN	Interleukin-7 receptor	IL7R	Homo sapiens (Human)	52
IL7R	H0YA41	unreviewed	H0YA41_HUMAN	Interleukin-7 receptor subunit alpha	IL7R	Homo sapiens (Human)	65
IRF4	Q15306	reviewed	IRF4_HUMAN	"Interferon regulatory factor 4, IRF-4 (Lymphocyte-specific interferon regulatory factor, LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)"	IRF4 MUM1	Homo sapiens (Human)	451
IRF4	F2Z3D5	unreviewed	F2Z3D5_HUMAN	Interferon regulatory factor 4	IRF4	Homo sapiens (Human)	410
IRS4	O14654	reviewed	IRS4_HUMAN	"Insulin receptor substrate 4, IRS-4 (160 kDa phosphotyrosine protein, py160) (Phosphoprotein of 160 kDa, pp160)"	IRS4	Homo sapiens (Human)	1257
IRS4	A0A804CF45	unreviewed	A0A804CF45_HUMAN	Insulin receptor substrate 4	IRS4	Homo sapiens (Human)	1256
ISX	Q2M1V0	reviewed	ISX_HUMAN	Intestine-specific homeobox (RAX-like homeobox)	ISX RAXLX	Homo sapiens (Human)	245
ITGAV	P06756	reviewed	ITAV_HUMAN	Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain ]	ITGAV MSK8 VNRA VTNR	Homo sapiens (Human)	1048
ITGAV	A5YM53	unreviewed	A5YM53_HUMAN	ITGAV protein	ITGAV	Homo sapiens (Human)	1048
ITGAV	H7BZG1	unreviewed	H7BZG1_HUMAN	Integrin alpha-V	ITGAV	Homo sapiens (Human)	136
ITGAV	L7RXH0	unreviewed	L7RXH0_HUMAN	"Integrin, alpha V"	ITGAV	Homo sapiens (Human)	1048
ITK	Q08881	reviewed	ITK_HUMAN	"Tyrosine-protein kinase ITK/TSK, EC 2.7.10.2 (Interleukin-2-inducible T-cell kinase, IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)"	ITK EMT LYK	Homo sapiens (Human)	620
ITK	E5RFR5	unreviewed	E5RFR5_HUMAN	Tyrosine-protein kinase ITK/TSK	ITK	Homo sapiens (Human)	73
ITK	E5RJY4	unreviewed	E5RJY4_HUMAN	Tyrosine-protein kinase ITK/TSK	ITK	Homo sapiens (Human)	116
JAK1	P23458	reviewed	JAK1_HUMAN	"Tyrosine-protein kinase JAK1, EC 2.7.10.2 (Janus kinase 1, JAK-1)"	JAK1 JAK1A JAK1B	Homo sapiens (Human)	1154
JAK1	A0A0A0N0M2	unreviewed	A0A0A0N0M2_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK1	Homo sapiens (Human)	1152
JAK1	A0A5F9ZH07	unreviewed	A0A5F9ZH07_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK1	Homo sapiens (Human)	993
JAK1	A0A5F9ZH32	unreviewed	A0A5F9ZH32_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK1	Homo sapiens (Human)	708
JAK1	A0A5F9ZH73	unreviewed	A0A5F9ZH73_HUMAN	Tyrosine-protein kinase JAK1	JAK1	Homo sapiens (Human)	87
JAK1	A0A5F9ZHI1	unreviewed	A0A5F9ZHI1_HUMAN	Tyrosine-protein kinase JAK1	JAK1	Homo sapiens (Human)	131
JAK1	A0A5F9ZHK2	unreviewed	A0A5F9ZHK2_HUMAN	Tyrosine-protein kinase JAK1	JAK1	Homo sapiens (Human)	129
JAK1	A0A5F9ZHN8	unreviewed	A0A5F9ZHN8_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK1	Homo sapiens (Human)	1110
JAK1	A0A5F9ZHW0	unreviewed	A0A5F9ZHW0_HUMAN	Tyrosine-protein kinase JAK1	JAK1	Homo sapiens (Human)	468
JAK1	A0A5F9ZI01	unreviewed	A0A5F9ZI01_HUMAN	Tyrosine-protein kinase JAK1	JAK1	Homo sapiens (Human)	345
JAK1	A0A5F9ZI39	unreviewed	A0A5F9ZI39_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK1	Homo sapiens (Human)	1152
JAK1	Q0VGA4	unreviewed	Q0VGA4_HUMAN	JAK1 protein	JAK1	Homo sapiens (Human)	343
JAK1	Q4LDX3	unreviewed	Q4LDX3_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK1	Homo sapiens (Human)	1141
JAK1	Q6P669	unreviewed	Q6P669_HUMAN	JAK1 protein	JAK1	Homo sapiens (Human)	351
JAK1	Q8IV82	unreviewed	Q8IV82_HUMAN	JAK1 protein	JAK1	Homo sapiens (Human)	340
JAK2	O60674	reviewed	JAK2_HUMAN	"Tyrosine-protein kinase JAK2, EC 2.7.10.2 (Janus kinase 2, JAK-2)"	JAK2	Homo sapiens (Human)	1132
JAK2	A0A1B0GTR9	unreviewed	A0A1B0GTR9_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK2	Homo sapiens (Human)	710
JAK2	A0A1B0GVR5	unreviewed	A0A1B0GVR5_HUMAN	Tyrosine-protein kinase JAK2	JAK2	Homo sapiens (Human)	26
JAK2	A9QVL8	unreviewed	A9QVL8_HUMAN	Janus kinase 2	JAK2	Homo sapiens (Human)	40
JAK2	Q506Q0	unreviewed	Q506Q0_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK2	Homo sapiens (Human)	1132
JAK2	Q52R86	unreviewed	Q52R86_HUMAN	Janus kinase (Janus kinase 2)	JAK2	Homo sapiens (Human)	29
JAK2	Q8IXP2	unreviewed	Q8IXP2_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK2	Homo sapiens (Human)	1129
JAK3	P52333	reviewed	JAK3_HUMAN	"Tyrosine-protein kinase JAK3, EC 2.7.10.2 (Janus kinase 3, JAK-3) (Leukocyte janus kinase, L-JAK)"	JAK3	Homo sapiens (Human)	1124
JAK3	A0A024R7M7	unreviewed	A0A024R7M7_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK3 hCG_36874	Homo sapiens (Human)	1124
JAK3	A0A0S2Z485	unreviewed	A0A0S2Z485_HUMAN	"Tyrosine-protein kinase, EC 2.7.10.2"	JAK3	Homo sapiens (Human)	619
JAK3	A0A0S2Z4R7	unreviewed	A0A0S2Z4R7_HUMAN	Janus kinase 3 isoform 2	JAK3	Homo sapiens (Human)	518
JAZF1	Q86VZ6	reviewed	JAZF1_HUMAN	Juxtaposed with another zinc finger protein 1 (TAK1-interacting protein 27) (Zinc finger protein 802)	JAZF1 TIP27 ZNF802	Homo sapiens (Human)	243
JAZF1	A0A3B3ISK8	unreviewed	A0A3B3ISK8_HUMAN	Juxtaposed with another zinc finger protein 1	JAZF1	Homo sapiens (Human)	47
JAZF1	C9JGY8	unreviewed	C9JGY8_HUMAN	Juxtaposed with another zinc finger protein 1	JAZF1	Homo sapiens (Human)	181
JAZF1	C9JWY1	unreviewed	C9JWY1_HUMAN	Juxtaposed with another zinc finger protein 1	JAZF1	Homo sapiens (Human)	173
JAZF1	F8WCD3	unreviewed	F8WCD3_HUMAN	Juxtaposed with another zinc finger protein 1	JAZF1	Homo sapiens (Human)	66
